Index,Title,Link,Year,Certification,Runtime,Genres,Rating,Description,Gross,Director,Stars
"1,300",Found Footage 3D,https://www.imdb.com/title/tt3449006/,2016,R,100,Horror,5.1,"A group of filmmakers set out to make the first 3D found footage horror movie, but find themselves in a found footage horror movie when the evil entity from their film escapes into their behind-the-scenes footage.",,Steven DeGennaro,"Carter Roy, Alena von Stroheim, Chris O'Brien, Tom Saporito"
"1,301",Murder by Phone,https://www.imdb.com/title/tt0081203/,1982,,95,"Horror, Thriller, Mystery",5.6,"A disgruntled phone company employee develops a device whereby those answering a phone can be murdered, and it's up to Nat Bridger to stop the killer.",,Michael Anderson,"Richard Chamberlain, John Houseman, Sara Botsford, Robin Gammell"
"1,302",Shock 'Em Dead,https://www.imdb.com/title/tt0102910/,1991,,93,"Horror, Thriller, Music",5.1,Martin is a total loser who makes a deal with the devil to become the greatest rock star in the world.,,Mark Freed,"Traci Lords, Troy Donahue, Aldo Ray, Stephen Quadros"
"1,303",Shrunken Heads,https://www.imdb.com/title/tt0111175/,1994,R,86,"Comedy, Horror, Thriller",5.1,"When three N.Y. kids are murdered, the local Hatiian voodoo priest re-animates their shrunken heads to exact revenge. Complications arise between one of the heads and his former girlfriend.",,Richard Elfman,"Julius Harris, Meg Foster, Aeryk Egan, Rebecca Herbst"
"1,304",Arpointeu,https://www.imdb.com/title/tt0417072/,2004,R,107,"Action, Horror, War",6.3,"During the Vietnam War, a South Korean base receives a radio transmission from a missing squad, presumed dead, and sends a platoon to rescue the lost squad from the R-Point.",,Su-chang Kong,"Woo-seong Kam, Byung-ho Son, Sun-kyun Lee, Won-Sang Park"
"1,305",Baxter,https://www.imdb.com/title/tt0094713/,1989,R,82,"Comedy, Drama, Horror",6.9,"A white Bull Terrier named Baxter is given to an elderly woman by her daughter. As time passes, the dog develops aggressive and murderous behavior in order to be adopted by another family.",,JÃ©rÃ´me Boivin,"Lise Delamare, Jean Mercure, Jacques Spiesser, Catherine Ferran"
"1,306",Office Killer,https://www.imdb.com/title/tt0119819/,1997,R,82,"Comedy, Crime, Horror",5.1,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others.","37,446",Cindy Sherman,"Carol Kane, Molly Ringwald, Jeanne Tripplehorn, Barbara Sukowa"
"1,307",La horripilante bestia humana,https://www.imdb.com/title/tt0063090/,1969,,81,Horror,5.0,See full summary,,RenÃ© Cardona,"JosÃ© ElÃ­as Moreno, Carlos LÃ³pez Moctezuma, Armando Silvestre, Norma Lazareno"
"1,308",BesÃ¶karna,https://www.imdb.com/title/tt0094730/,1988,,109,Horror,5.8,See full summary,,Jack Ersgard,"Kjell Bergqvist, Lena Endre, Johannes Brost, Joanna Berglund"
"1,309",Eden Log,https://www.imdb.com/title/tt1087842/,2007,R,98,"Horror, Mystery, Sci-Fi",5.3,See full summary,,Franck Vestiel,"Clovis Cornillac, Vimala Pons, Zohar Wexler, Sifan Shao"
"1,310",La maldiciÃ³n de la bestia,https://www.imdb.com/title/tt0073338/,1975,,94,"Adventure, Horror",5.3,See full summary,,Miguel Iglesias,"Paul Naschy, Mercedes Molina, Silvia Solar, Gil Vidal"
"1,311",Love Me Deadly,https://www.imdb.com/title/tt0136376/,1972,,95,Horror,5.6,A young socialite struggling to control her necrophiliac urges is torn between her affection for a kind businessman and the mortician who supplies her with bodies.,,Jacques Lacerte,"Mary Charlotte Wilcox, Lyle Waggoner, Christopher Stone, Timothy Scott"
"1,312",Schizoid,https://www.imdb.com/title/tt0081459/,1980,,89,"Drama, Horror, Mystery",5.0,"An advice columnist begins receiving threatening notes from an anonymous stalker. Meanwhile, members of her group therapy session are being murdered by an unknown assailant.",,David Paulsen,"Klaus Kinski, Donna Wilkes, Marianna Hill, Craig Wasson"
"1,313",Midnight Ride,https://www.imdb.com/title/tt0100148/,1990,,93,"Action, Horror, Thriller",5.1,"A house wife just left her cop husband, when she picks up Justin Mckay she'll wish she never did as she's plunged into a nightmare and the grip of a psychotic killer.",,Bob Bralver,"Michael Dudikoff, Mark Hamill, Savina Gersak, Robert Mitchum"
"1,314",Un tranquillo posto di campagna,https://www.imdb.com/title/tt0065119/,1968,,106,"Drama, Horror",6.6,"An accomplished painter rents a dilapidated villa in the country, and soon finds himself absorbed in the property's history, particularly the murder of a sex-obsessed countess who died there decades prior.",,Elio Petri,"Franco Nero, Vanessa Redgrave, Georges GÃ©ret, Gabriella Boccardo"
"1,315",The Killing Kind,https://www.imdb.com/title/tt0070270/,1973,,95,"Crime, Drama, Horror",6.2,See full summary,,Curtis Harrington,"Ann Sothern, John Savage, Ruth Roman, Luana Anders"
"1,316",The Night Digger,https://www.imdb.com/title/tt0067486/,1971,,97,"Drama, Horror, Thriller",6.3,"The dreary existence of middle-aged spinster Maura Prince takes an unexpected turn with the arrival of young handyman Billy Jarvis, but there is more to Billy than meets the eye.",,Alastair Reid,"Patricia Neal, Pamela Brown, Nicholas Clay, Jean Anderson"
"1,317",The Last House on Dead End Street,https://www.imdb.com/title/tt0076295/,1973,,78,Horror,5.3,"After being released from prison, a young gangster with a chip on his shoulder decides to punish society by making snuff films.",,Roger Watkins,"Roger Watkins, Ken Fisher, Bill Schlageter, Kathy Curtin"
"1,318",The Mansion of Madness,https://www.imdb.com/title/tt0068504/,1973,,99,Horror,5.1,"The inmates of an insane asylum take over the institution, imprison the doctors and staff, and then put into play their own ideas of how the place should be run.",,Juan LÃ³pez Moctezuma,"Claudio Brook, Arthur Hansel, Ellen Sherman, Martin LaSalle"
"1,319",Infernum,https://www.imdb.com/title/tt7551962/,2019,,85,Horror,5.3,"A psychological horror delving into one's person soul. Camille has been traumatized since her parents disappeared when she was young. Now, 20 years later, conditions are ripe for a deja vu. Or is it?",,Dutch Marich,"Suziey Block, Clinton Roper Elledge, Sarah Schoofs, Michael Barbuto"
"1,320",The Godsend,https://www.imdb.com/title/tt0080802/,1980,,93,"Drama, Horror",5.3,See full summary,,Gabrielle Beaumont,"Malcolm Stoddard, Cyd Hayman, Angela Pleasence, Patrick Barr"
"1,321",The Night Caller,https://www.imdb.com/title/tt0127702/,1998,R,91,"Crime, Drama, Horror",5.3,"A woman goes to desperate measures to meet a successful radio psychologist, even if it means killing in order to do so.",,Robert Malenfant,"Shanna Reed, Tracy Nelson, Mary Crosby, Cyndi Pass"
"1,322",Rejuvenatrix,https://www.imdb.com/title/tt0095971/,1988,,90,"Horror, Sci-Fi",5.4,See full summary,,Brian Thomas Jones,"Vivian Lanko, John MacKay, James Hogue, Katell Pleven"
"1,323",L'anticristo,https://www.imdb.com/title/tt0071150/,1974,,112,"Drama, Horror",5.7,A paralyzed young woman becomes possessed by the Devil when a hypnosis session - intended to heal her disability - accidentally awakens memories of her past life as a witch.,,Alberto De Martino,"Carla Gravina, Mel Ferrer, Arthur Kennedy, George Coulouris"
"1,324",Yeogo goedam 3: Yeowoo gyedan,https://www.imdb.com/title/tt0370082/,2003,R,97,"Horror, Drama",5.9,"A staircase leading to the dormitory of a remote boarding school usually has 28 stairs, but every so often there appears to be 29. When someone steps on the mysterious extra stair, the horror begins",,Jae-yeon Yun,"Ji-Hyo Song, Han-byeol Park, An Jo, Ji-Yeon Park"
"1,325",Anatomie 2,https://www.imdb.com/title/tt0312358/,2003,R,101,"Horror, Sci-Fi, Thriller",5.1,See full summary,,Stefan Ruzowitzky,"Ariane Schnug, August Diehl, Herbert Knaup, Birgit von RÃ¶nn"
"1,326",El espanto surge de la tumba,https://www.imdb.com/title/tt0070039/,1973,,95,Horror,5.6,See full summary,,Carlos Aured,"Paul Naschy, Emma Cohen, VÃ­ctor Barrera, Helga LinÃ©"
"1,327",The Clairvoyant,https://www.imdb.com/title/tt0087555/,1982,,97,"Horror, Mystery, Thriller",5.6,"Two uneasy friends, a police officer and a TV talk show host, each pursue the mysterious ""handcuff killer"" with the aid of an artist who sees - and draws - the killer's crimes before they're committed.",,Armand Mastroianni,"Perry King, Norman Parker, Elizabeth Kemp, Kenneth McMillan"
"1,328",Rinne,https://www.imdb.com/title/tt0456630/,2005,R,96,"Horror, Mystery",6.2,A Japanese actress begins having strange visions and experiences after landing a role in a horror film about a real-life murder spree that took place over forty years ago.,,Takashi Shimizu,"YÃ»ka, Karina, Kippei ShÃ®na, Tetta Sugimoto"
"1,329",Edge of Sanity,https://www.imdb.com/title/tt0097263/,1989,R,85,"Horror, Thriller",5.3,See full summary,"102,219",GÃ©rard KikoÃ¯ne,"Anthony Perkins, Glynis Barber, Sarah Maur Thorp, David Lodge"
"1,330",Mansion of the Doomed,https://www.imdb.com/title/tt0076361/,1976,,89,"Horror, Thriller",5.6,See full summary,,Michael Pataki,"Richard Basehart, Gloria Grahame, Trish Stewart, Lance Henriksen"
"1,331",La rose Ã©corchÃ©e,https://www.imdb.com/title/tt0064902/,1970,,92,Horror,6.0,"A Famous artist becomes obsessed with restoring the beautiful face of his badly burned fiancÃ©e, resorting to blackmailing a plastic surgeon into shady operations involving the skin from young girls.",,Claude Mulot,"Philippe Lemaire, Anny Duperey, Olivia Robin, Elizabeth Teissier"
"1,332",Un delitto poco comune,https://www.imdb.com/title/tt0092865/,1988,,90,"Horror, Thriller",5.6,"In Italy, a pianist suffering from the Progeria genetic disease becomes distraught and goes on a mad killing spree prompting a police inspector to investigate.",,Ruggero Deodato,"Michael York, Edwige Fenech, Donald Pleasence, Mapi GalÃ¡n"
"1,333",Hide,https://www.imdb.com/title/tt0827181/,2008,R,97,"Action, Crime, Drama",5.3,"A modern day Bonnie and Clyde - with a twist - that follows two lovers down a path of destruction, mayhem, and murder as they live in a world where it is acceptable to take whatever they want with murderous consequences.",,K.C. Bascombe,"Rachel Miner, Christian Kane, Polly Shannon, Beth Grant"
"1,334",Dr. Caligari,https://www.imdb.com/title/tt0097228/,1989,,80,"Comedy, Horror, Sci-Fi",6.3,See full summary,,Stephen Sayadian,"Madeleine Reynal, Fox Harris, Laura Albert, Jennifer Balgobin"
"1,335",Remando al viento,https://www.imdb.com/title/tt0093840/,1988,R,126,"Drama, Horror, Mystery",5.9,See full summary,,Gonzalo SuÃ¡rez,"Hugh Grant, Lizzy McInnerny, Valentine Pelka, Elizabeth Hurley"
"1,336",La plus longue nuit du diable,https://www.imdb.com/title/tt0067592/,1971,,95,"Fantasy, Horror",5.9,A group of tourists traveling on a bus take a detour to stay overnight in a castle owned by a family cursed with a history of Satanism and death.,,Jean BrismÃ©e,"Erika Blanc, Jean Servais, Daniel Emilfork, Lucien Raimbourg"
"1,337",Happy Birthday,https://www.imdb.com/title/tt3620846/,2016,R,90,"Comedy, Horror, Thriller",5.1,"When two friends embark on a journey to Mexicali for a Birthday celebration, they soon realize their psychedelic shenanigans have taken a turn for the worse.",,Casey Tebo,"Tristin Mays, Vanessa Lengies, Matthew Willig, Erik Palladino"
"1,338",The Gauntlet,https://www.imdb.com/title/tt1067773/,2013,R,80,"Action, Adventure, Horror",5.5,"In a sunken castle underneath the earth, five strangers wake. They have no food. No memory. No water. And no way out. They must organize and band together for the sinister adventure that awaits.",,Matt Eskandari,"Warren Kole, Bai Ling, Jaime Ray Newman, Dustin Nguyen"
"1,339",Dark Circles,https://www.imdb.com/title/tt1863201/,2013,R,87,Horror,5.1,Alex and Penny are sick of the hectic city life and decide a move out to the country to raise their newborn child. But they don't expect the horrors threatening their relationship and family.,,Paul Soter,"Brett Beoubay, Jamie Bernstein, Ashley Braud, Philippe Brenninkmeyer"
"1,340",Psycho Cop Returns,https://www.imdb.com/title/tt0107894/,1993,R,80,"Drama, Horror, Thriller",5.0,Psychopath cop decides to kill everyone who he thinks has broken the law.,,Adam Rifkin,"Robert R. Shafer, Barbara Niven, Rod Sweitzer, Miles Dougal"
"1,341",Dorothy Mills,https://www.imdb.com/title/tt1034306/,2008,R,102,"Drama, Horror, Mystery",6.0,A psychiatrist is assigned to work on the case of a disturbed young girl.,,AgnÃ¨s Merlet,"Carice van Houten, Jenn Murray, David Wilmot, Ger Ryan"
"1,342",Slaughter of the Innocents,https://www.imdb.com/title/tt0111216/,1993,,104,"Crime, Horror, Mystery",5.2,"A seasoned F.B.I. Agent's child-genius son assists him on catching a child-killer, a schizophrenic mohab nut who believes he's been chosen by god to be a new Noah.",,James Glickenhaus,"Jan Broberg, Elizabeth Johnson, Jesse Cameron-Glickenhaus, Darlanne Fluegel"
"1,343",The Mafu Cage,https://www.imdb.com/title/tt0077888/,1978,,102,"Drama, Horror, Thriller",5.9,"Ellen has been taking care of her insane younger sister Cissy ever since their explorer father died. When Cissy's pet ape dies in their mansion's dungeon and Ellen finds a boyfriend, Cissy's incestuous desire for her sister turns deadly.",,Karen Arthur,"Lee Grant, Carol Kane, Will Geer, James Olson"
"1,344",Terror Tract,https://www.imdb.com/title/tt0211661/,2000,R,96,"Comedy, Horror, Romance",6.1,A real estate agent terrifies a couple with the grim fates of the previous owners of a house they're looking at.,,"Lance W. Dreesen, Clint Hutchison","John Ritter, David DeLuise, Allison Smith, Kim Correll"
"1,345",Chawu,https://www.imdb.com/title/tt1198396/,2009,R,121,"Action, Comedy, Horror",5.7,A black comedy about the events that are set into motion in a town after a man-eating boar goes on a rampage.,,Jeong-won Shin,"Tae-woong Eom, Seong-kwang Ha, Yoo-i Ha, Philip Hersh"
"1,346",Lo spettro,https://www.imdb.com/title/tt0057522/,1963,,97,Horror,6.2,"A woman and her lover murder her husband, a doctor. Soon, however, strange things start happening, and they wonder if they really killed him, or if he is coming back from the dead to haunt them.",,Riccardo Freda,"Barbara Steele, Peter Baldwin, Elio Jotta, Harriet Medin"
"1,347",Yeogo goedam II,https://www.imdb.com/title/tt0266075/,1999,R,98,"Horror, Romance, Drama",6.4,"In this second installment of the Whispering Corridors series, a young girl finds a strange diary, capable of arousing hallucinations, kept by two of her senior fellow-students who seem to have an unusually close bond.",,"Tae-yong Kim, Kyu-dong Min","Gyu-ri Kim, Park Yejin, Yeong-jin Lee, Jong-hak Baek"
"1,348",Hell High,https://www.imdb.com/title/tt0091192/,1989,,84,"Crime, Horror, Thriller",5.0,A teacher still haunted by the death of two teens that she accidentally caused as a young girl goes beserk when four teens start harassing her and then attack her in her home.,"187,920",Douglas Grossman,"Maureen Mooney, Christopher Stryker, Christopher Cousins, Millie Prezioso"
"1,349",Effects,https://www.imdb.com/title/tt0077485/,1979,,84,"Horror, Thriller",5.2,"Some crew members of a company shooting a horror film begin to suspect that the ""killings"" in the movie are real, and that they are actually making a ""snuff"" film.",,Dusty Nelson,"Joseph Pilato, Susan Chapek, John Harrison, Bernard McKenna"
"1,350",The Last Horror Movie,https://www.imdb.com/title/tt0319728/,2003,R,80,"Horror, Thriller",5.6,"A serial killer uses a horror video rental to lure his next victim. What begins as a teen slasher transforms into a disturbing journey through the mind of Max Parry, a mild mannered wedding photographer with a taste for human flesh.",,Julian Richards,"Kevin Howarth, Mark Stevenson, Antonia Beamish, Christabel Muir"
"1,351",Hellbent,https://www.imdb.com/title/tt0356159/,2004,R,84,"Horror, Thriller",5.5,"Halloween in West Hollywood, two guys making out in a park are interrupted by a serial killer. Later that night, a group of gay kids decide to visit to the site of the murders.","187,786",Paul Etheredge,"Dylan Fergus, Bryan Kirkwood, Hank Harris, Andrew Levitas"
"1,352",Scream... and Die!,https://www.imdb.com/title/tt0070655/,1973,,103,Horror,5.1,A young model and her petty thief boyfriend find their way through the English fog to a backwoods manor in hopes of looting it. What they find instead is murder.,,JosÃ© RamÃ³n Larraz,"Andrea Allan, Karl Lanchbury, Maggie Walker, Peter Forbes-Robertson"
"1,353",The Killing Floor,https://www.imdb.com/title/tt0756672/,2007,R,94,"Crime, Horror, Mystery",5.6,"A literary agent moves into a penthouse apartment. Soon after the move, he receives crime scene photographs that seem to have taken place in his new apartment. Next he receives a series of stalker videotapes that document his every move.",,Gideon Raff,"Marc Blucas, Joel Leffert, Shiri Appleby, Jeffrey Carlson"
"1,354",Blood Feast 2: All U Can Eat,https://www.imdb.com/title/tt0282386/,2002,R,92,"Comedy, Horror",5.7,A cannibal caterer kills various young women in preparation for a ritual feast for a long-dormant Egyptian goddess that has him under its control.,,Herschell Gordon Lewis,"Trey Bosworth, Lavelle Higgins, Mark McLachlan, J.P. Delahoussaye"
"1,355",Gui da gui,https://www.imdb.com/title/tt0080827/,1980,R,102,"Action, Comedy, Fantasy",7.1,"Cheung's wife and boss are seeing each other, and decide to dispatch him with a wizard. But the wizard's rival aids and defends Cheung and a magic war rises.",,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Fat Chung, Lung Chan, Ha Huang"
"1,356",Ceremonia sangrienta,https://www.imdb.com/title/tt0068352/,1973,,102,Horror,5.8,See full summary,,Jorge Grau,"Lucia BosÃ¨, Espartaco Santoni, Ewa Aulin, Ana Farra"
"1,357",Hexed,https://www.imdb.com/title/tt0107107/,1993,R,90,"Comedy, Crime, Horror",5.6,"A clerk at the same hotel since 18, 30 y.o. Matthew breaks the monotony when his favorite model, Hexina, secretly stays at the hotel. He impersonates a caller and goes on a date with her. Things get deadly.","2,786,807",Alan Spencer,"Arye Gross, Claudia Christian, Adrienne Shelly, Ray Baker"
